time,dir,queue,vehicles,mean_speed
5192.0,S,69,69,0.0
5193.0,W,36,36,0.0
5193.0,N,43,43,0.0
5193.0,E,54,63,0.66
5193.0,S,69,69,0.0
5194.0,W,36,36,0.0
5194.0,N,43,43,0.0
5194.0,E,52,63,0.68
5194.0,S,69,69,0.0
5195.0,W,36,36,0.0
5195.0,N,43,43,0.0
5195.0,E,53,63,0.53
5195.0,S,69,69,0.0
5196.0,W,36,36,0.0
5196.0,N,43,43,0.0
5196.0,E,56,63,0.44
5196.0,S,69,69,0.0
5197.0,W,36,36,0.0
5197.0,N,43,43,0.0
5197.0,E,55,63,0.27
5197.0,S,69,69,0.0
5198.0,W,36,36,0.0
5198.0,N,43,43,0.0
5198.0,E,58,63,0.13
5198.0,S,69,69,0.0
5199.0,W,36,36,0.0
5199.0,N,43,43,0.0
5199.0,E,61,63,0.07
5199.0,S,69,69,0.0
5200.0,W,36,36,0.0
5200.0,N,43,43,0.0
5200.0,E,62,63,0.04
5200.0,S,69,69,0.0
5201.0,W,36,36,0.0
5201.0,N,43,43,0.0
5201.0,E,63,63,0.02
5201.0,S,69,69,0.0
5202.0,W,36,36,0.0
5202.0,N,43,43,0.0
5202.0,E,61,63,0.04
5202.0,S,69,69,0.0
5203.0,W,36,36,0.0
5203.0,N,43,43,0.0
5203.0,E,63,63,0.01
5203.0,S,69,69,0.0
5204.0,W,36,36,0.0
5204.0,N,43,43,0.0
5204.0,E,63,63,0.0
5204.0,S,69,69,0.0
5205.0,W,36,36,0.0
5205.0,N,43,43,0.0
5205.0,E,60,63,0.21
5205.0,S,69,69,0.0
5206.0,W,36,36,0.0
5206.0,N,43,43,0.0
5206.0,E,61,63,0.24
5206.0,S,69,69,0.0
5207.0,W,36,36,0.0
5207.0,N,43,43,0.0
5207.0,E,61,63,0.32
5207.0,S,69,69,0.0
5208.0,W,36,36,0.0
5208.0,N,43,43,0.0
5208.0,E,61,63,0.14
5208.0,S,69,69,0.0
5209.0,W,36,36,0.0
5209.0,N,43,43,0.0
5209.0,E,60,63,0.03
5209.0,S,69,69,0.0
5210.0,W,36,36,0.0
5210.0,N,43,43,0.0
5210.0,E,63,63,0.01
5210.0,S,69,69,0.0
5211.0,W,36,36,0.0
5211.0,N,43,43,0.0
5211.0,E,63,63,0.0
5211.0,S,69,69,0.0
5212.0,W,36,36,0.0
5212.0,N,43,43,0.0
5212.0,E,63,63,0.0
5212.0,S,69,69,0.0
5213.0,W,36,36,0.0
5213.0,N,43,43,0.0
5213.0,E,63,63,0.0
5213.0,S,69,69,0.0
5214.0,W,36,36,0.0
5214.0,N,43,43,0.0
5214.0,E,63,63,0.0
5214.0,S,69,69,0.0
5215.0,W,36,36,0.0
5215.0,N,43,43,0.0
5215.0,E,63,63,0.0
5215.0,S,69,69,0.0
5216.0,W,36,36,0.0
5216.0,N,43,43,0.0
5216.0,E,59,63,0.22
5216.0,S,69,69,0.0
5217.0,W,36,36,0.0
5217.0,N,43,43,0.0
5217.0,E,60,63,0.24
5217.0,S,69,69,0.0
5218.0,W,36,36,0.0
5218.0,N,43,43,0.0
5218.0,E,60,63,0.32
5218.0,S,69,69,0.0
5219.0,W,36,36,0.0
5219.0,N,43,43,0.0
5219.0,E,61,63,0.16
5219.0,S,69,69,0.0
5220.0,W,36,36,0.0
5220.0,N,43,43,0.0
5220.0,E,61,63,0.02
5220.0,S,69,69,0.0
5221.0,W,36,36,0.0
5221.0,N,43,43,0.0
5221.0,E,63,63,0.01
5221.0,S,69,69,0.0
5222.0,W,36,36,0.0
5222.0,N,43,43,0.0
5222.0,E,63,63,0.0
5222.0,S,69,69,0.0
5223.0,W,36,36,0.0
5223.0,N,43,43,0.0
5223.0,E,63,63,0.0
5223.0,S,69,69,0.0
5224.0,W,36,36,0.0
5224.0,N,43,43,0.0
5224.0,E,63,63,0.0
5224.0,S,69,69,0.0
5225.0,W,36,36,0.0
5225.0,N,43,43,0.0
5225.0,E,63,63,0.01
5225.0,S,68,69,0.01
5226.0,W,36,36,0.0
5226.0,N,43,43,0.0
5226.0,E,63,64,1.02
5226.0,S,68,69,0.01
5227.0,W,36,36,0.0
5227.0,N,43,43,0.0
5227.0,E,63,64,1.08
5227.0,S,68,69,0.01
5228.0,W,36,36,0.0
5228.0,N,43,43,0.0
5228.0,E,63,64,1.05
5228.0,S,69,69,0.01
5229.0,W,36,36,0.0
5229.0,N,43,43,0.0
5229.0,E,63,64,1.05
5229.0,S,69,69,0.01
5230.0,W,36,36,0.0
5230.0,N,43,43,0.0
5230.0,E,63,64,1.0
5230.0,S,69,69,0.01
5231.0,W,36,36,0.0
5231.0,N,43,43,0.0
5231.0,E,63,64,0.73
5231.0,S,69,69,0.01
5232.0,W,36,36,0.0
5232.0,N,43,43,0.0
5232.0,E,63,64,0.38
5232.0,S,69,69,0.01
5233.0,W,36,36,0.0
5233.0,N,43,43,0.0
5233.0,E,63,64,0.03
5233.0,S,69,69,0.01
5234.0,W,36,36,0.0
5234.0,N,43,43,0.0
5234.0,E,64,64,0.0
5234.0,S,69,69,0.01
5235.0,W,36,36,0.0
5235.0,N,43,43,0.0
5235.0,E,64,64,0.0
5235.0,S,69,69,0.01
5236.0,W,36,36,0.0
5236.0,N,43,43,0.0
5236.0,E,64,64,0.0
5236.0,S,69,69,0.01
5237.0,W,36,36,0.0
5237.0,N,43,43,0.0
5237.0,E,63,64,0.11
5237.0,S,69,70,0.14
5238.0,W,36,36,0.0
5238.0,N,43,43,0.0
5238.0,E,63,65,0.35
5238.0,S,69,70,0.21
5239.0,W,36,36,0.0
5239.0,N,43,43,0.0
5239.0,E,63,65,0.28
5239.0,S,69,70,0.33
5240.0,W,36,36,0.0
5240.0,N,43,43,0.0
5240.0,E,64,65,0.06
5240.0,S,69,70,0.45
5241.0,W,36,36,0.0
5241.0,N,43,43,0.0
5241.0,E,65,65,0.0
5241.0,S,69,70,0.57
5242.0,W,36,36,0.0
5242.0,N,43,43,0.0
5242.0,E,65,65,0.0
5242.0,S,69,70,0.42
5243.0,W,36,36,0.0
5243.0,N,43,43,0.0
5243.0,E,65,66,0.34
5243.0,S,69,70,0.23
5244.0,W,36,36,0.0
5244.0,N,43,43,0.0
5244.0,E,65,66,0.16
5244.0,S,68,70,0.18
5245.0,W,36,36,0.0
5245.0,N,43,43,0.0
5245.0,E,65,67,1.28
5245.0,S,68,70,0.09
5246.0,W,36,36,0.0
5246.0,N,43,43,0.0
5246.0,E,66,67,1.27
5246.0,S,67,70,0.1
5247.0,W,36,36,0.0
5247.0,N,43,43,0.0
5247.0,E,65,67,1.4
5247.0,S,67,70,0.07
5248.0,W,36,36,0.0
5248.0,N,43,43,0.0
5248.0,E,64,67,1.15
5248.0,S,66,70,0.09
5249.0,W,36,36,0.0
5249.0,N,43,43,0.0
5249.0,E,64,67,0.87
5249.0,S,66,70,0.11
5250.0,W,36,36,0.0
5250.0,N,43,43,0.0
5250.0,E,63,67,0.53
5250.0,S,66,71,0.46
5251.0,W,36,36,0.0
5251.0,N,43,43,0.0
5251.0,E,63,67,0.18
5251.0,S,65,71,0.58
5252.0,W,36,36,0.0
5252.0,N,43,43,0.0
5252.0,E,62,67,0.11
5252.0,S,65,71,0.7
5253.0,W,36,36,0.0
5253.0,N,43,43,0.0
5253.0,E,63,67,0.1
5253.0,S,64,71,0.75
5254.0,W,36,36,0.0
5254.0,N,43,43,0.0
5254.0,E,62,67,0.1
5254.0,S,64,71,0.84
5255.0,W,36,36,0.0
5255.0,N,43,43,0.0
5255.0,E,62,67,0.1
5255.0,S,65,71,0.94
5256.0,W,36,36,0.0
5256.0,N,43,43,0.0
5256.0,E,62,67,0.09
5256.0,S,63,71,1.06
5257.0,W,36,36,0.0
5257.0,N,43,43,0.0
5257.0,E,62,67,0.09
5257.0,S,65,71,1.0
5258.0,W,36,36,0.0
5258.0,N,43,43,0.0
5258.0,E,62,67,0.1
5258.0,S,65,71,0.89
5259.0,W,36,36,0.0
5259.0,N,43,43,0.0
5259.0,E,63,67,0.07
5259.0,S,64,71,0.67
5260.0,W,36,36,0.0
5260.0,N,43,43,0.0
5260.0,E,64,67,0.06
5260.0,S,64,71,0.43
5261.0,W,36,36,0.0
5261.0,N,43,43,0.0
5261.0,E,64,67,0.06
5261.0,S,64,71,0.23
5262.0,W,36,36,0.0
5262.0,N,43,43,0.0
5262.0,E,65,67,0.03
5262.0,S,64,71,0.12
5263.0,W,36,36,0.0
5263.0,N,43,43,0.0
5263.0,E,66,67,0.02
5263.0,S,64,71,0.11
5264.0,W,36,36,0.0
5264.0,N,43,43,0.0
5264.0,E,66,67,0.01
5264.0,S,65,71,0.1
5265.0,W,36,36,0.0
5265.0,N,43,43,0.0
5265.0,E,67,67,0.0
5265.0,S,65,71,0.1
5266.0,W,36,36,0.0
5266.0,N,43,43,0.0
5266.0,E,66,67,0.19
5266.0,S,66,71,0.09
5267.0,W,36,36,0.0
5267.0,N,43,43,0.0
5267.0,E,65,67,0.35
5267.0,S,66,71,0.08
5268.0,W,36,36,0.0
5268.0,N,43,43,0.0
5268.0,E,64,68,1.1
5268.0,S,65,71,0.08
5269.0,W,36,36,0.0
5269.0,N,43,43,0.0
5269.0,E,63,68,1.11
5269.0,S,65,71,0.08
5270.0,W,36,36,0.0
5270.0,N,43,43,0.0
5270.0,E,63,68,1.02
5270.0,S,67,71,0.06
5271.0,W,36,36,0.0
5271.0,N,43,43,0.0
5271.0,E,63,69,1.19
5271.0,S,68,71,0.05
5272.0,W,36,36,0.0
5272.0,N,43,43,0.0
5272.0,E,64,69,0.93
5272.0,S,67,71,0.03
5273.0,W,36,36,0.0
5273.0,N,43,43,0.0
5273.0,E,62,68,0.72
5273.0,S,68,71,0.03
5274.0,W,36,36,0.0
5274.0,N,42,42,0.0
5274.0,E,61,68,0.54
5274.0,S,69,71,0.02
5275.0,W,36,36,0.0
5275.0,N,41,42,0.23
5275.0,E,60,68,0.35
5275.0,S,70,71,0.01
5276.0,W,36,36,0.0
5276.0,N,40,42,0.58
5276.0,E,61,68,0.37
5276.0,S,71,71,0.0
5277.0,W,36,36,0.0
5277.0,N,39,42,0.57
5277.0,E,59,68,0.43
5277.0,S,71,72,0.81
5278.0,W,36,36,0.0
5278.0,N,38,42,0.53
5278.0,E,59,68,0.45
5278.0,S,71,72,0.79
5279.0,W,36,36,0.0
5279.0,N,38,42,0.49
5279.0,E,59,68,0.43
5279.0,S,71,72,0.81
5280.0,W,36,36,0.0
5280.0,N,37,42,0.56
5280.0,E,59,68,0.4
5280.0,S,71,72,0.8
5281.0,W,36,36,0.0
5281.0,N,37,42,0.46
5281.0,E,59,69,1.6
5281.0,S,71,72,0.79
5282.0,W,36,36,0.0
5282.0,N,37,42,0.45
5282.0,E,60,69,1.57
5282.0,S,71,72,0.79
5283.0,W,36,36,0.0
5283.0,N,36,42,0.46
5283.0,E,60,69,1.53
5283.0,S,71,72,0.79
5284.0,W,36,36,0.0
5284.0,N,36,42,0.51
5284.0,E,61,69,1.19
5284.0,S,71,72,0.66
5285.0,W,36,36,0.0
5285.0,N,37,42,0.56
5285.0,E,61,69,0.9
5285.0,S,71,72,0.46
5286.0,W,36,36,0.0
5286.0,N,37,42,0.53
5286.0,E,62,69,0.6
5286.0,S,71,72,0.24
5287.0,W,36,36,0.0
5287.0,N,38,43,0.68
5287.0,E,63,69,0.28
5287.0,S,71,72,0.03
5288.0,W,36,36,0.0
5288.0,N,39,43,0.46
5288.0,E,65,69,0.22
5288.0,S,72,72,0.0
5289.0,W,36,36,0.0
5289.0,N,39,43,0.39
5289.0,E,66,69,0.09
5289.0,S,71,72,0.01
5290.0,W,36,36,0.0
5290.0,N,40,43,0.1
5290.0,E,67,69,0.07
5290.0,S,72,72,0.0
5291.0,W,36,36,0.0
5291.0,N,41,43,0.05
5291.0,E,67,69,0.04
5291.0,S,72,72,0.0
5292.0,W,36,36,0.0
5292.0,N,42,43,0.04
5292.0,E,67,69,0.03
5292.0,S,72,72,0.0
5293.0,W,36,36,0.0
5293.0,N,42,43,0.02
5293.0,E,68,69,0.02
5293.0,S,72,72,0.0
5294.0,W,36,36,0.0
5294.0,N,43,43,0.01
5294.0,E,68,69,0.01
5294.0,S,72,72,0.0
5295.0,W,36,36,0.0
5295.0,N,43,43,0.0
5295.0,E,68,69,0.01
5295.0,S,72,72,0.0
5296.0,W,36,36,0.0
5296.0,N,43,43,0.0
5296.0,E,69,69,0.0
5296.0,S,72,72,0.0
5297.0,W,36,36,0.0
5297.0,N,43,43,0.0
5297.0,E,69,69,0.0
5297.0,S,72,72,0.0
5298.0,W,36,36,0.0
5298.0,N,43,43,0.0
5298.0,E,69,69,0.0
5298.0,S,72,72,0.0
5299.0,W,36,36,0.0
5299.0,N,43,43,0.0
5299.0,E,69,69,0.0
5299.0,S,72,72,0.0
5300.0,W,36,36,0.0
5300.0,N,43,43,0.0
5300.0,E,69,69,0.0
5300.0,S,72,72,0.0
5301.0,W,36,36,0.0
5301.0,N,43,43,0.0
5301.0,E,68,69,0.18
5301.0,S,72,72,0.0
5302.0,W,36,36,0.0
5302.0,N,43,43,0.0
5302.0,E,68,69,0.34
5302.0,S,72,72,0.0
5303.0,W,36,36,0.0
5303.0,N,43,43,0.0
5303.0,E,68,69,0.39
5303.0,S,72,72,0.0
5304.0,W,36,36,0.0
5304.0,N,43,43,0.0
5304.0,E,68,69,0.09
5304.0,S,72,72,0.0
5305.0,W,36,36,0.0
5305.0,N,43,43,0.0
5305.0,E,68,69,0.05
5305.0,S,72,72,0.0
5306.0,W,36,36,0.0
5306.0,N,43,43,0.0
5306.0,E,68,69,0.02
5306.0,S,72,72,0.0
5307.0,W,36,36,0.0
5307.0,N,43,43,0.0
5307.0,E,69,69,0.0
5307.0,S,72,72,0.0
5308.0,W,36,36,0.0
5308.0,N,43,43,0.0
5308.0,E,69,69,0.0
5308.0,S,72,72,0.0
5309.0,W,36,36,0.0
5309.0,N,43,43,0.0
5309.0,E,69,69,0.0
5309.0,S,72,72,0.0
5310.0,W,36,36,0.0
5310.0,N,43,43,0.0
5310.0,E,69,69,0.0
5310.0,S,72,72,0.0
5311.0,W,36,36,0.0
5311.0,N,43,43,0.0
5311.0,E,69,69,0.0
5311.0,S,72,72,0.0
5312.0,W,36,36,0.0
5312.0,N,43,43,0.0
5312.0,E,69,69,0.0
5312.0,S,72,72,0.0
5313.0,W,36,36,0.0
5313.0,N,43,43,0.0
5313.0,E,69,69,0.0
5313.0,S,72,72,0.0
5314.0,W,36,36,0.0
5314.0,N,43,43,0.0
5314.0,E,69,69,0.0
5314.0,S,72,72,0.0
5315.0,W,36,36,0.0
5315.0,N,43,43,0.0
5315.0,E,69,69,0.0
5315.0,S,72,72,0.0
5316.0,W,36,36,0.0
5316.0,N,43,43,0.0
5316.0,E,69,69,0.0
5316.0,S,72,72,0.0
5317.0,W,36,36,0.0
5317.0,N,43,43,0.0
5317.0,E,69,69,0.0
5317.0,S,72,72,0.0
5318.0,W,36,36,0.0
5318.0,N,43,43,0.0
5318.0,E,69,69,0.0
5318.0,S,72,72,0.0
5319.0,W,36,36,0.0
5319.0,N,43,43,0.0
5319.0,E,69,69,0.0
5319.0,S,72,72,0.0
5320.0,W,36,36,0.0
5320.0,N,43,43,0.0
5320.0,E,69,69,0.0
5320.0,S,72,72,0.0
5321.0,W,36,36,0.0
5321.0,N,43,43,0.0
5321.0,E,69,69,0.0
5321.0,S,72,72,0.0
5322.0,W,36,36,0.0
5322.0,N,43,43,0.0
5322.0,E,69,69,0.0
5322.0,S,72,72,0.0
5323.0,W,36,36,0.0
5323.0,N,43,43,0.0
5323.0,E,69,69,0.0
5323.0,S,72,72,0.0
5324.0,W,36,36,0.0
5324.0,N,43,43,0.0
5324.0,E,69,69,0.0
5324.0,S,72,72,0.0
5325.0,W,36,36,0.0
5325.0,N,43,43,0.0
5325.0,E,69,69,0.0
5325.0,S,72,72,0.0
5326.0,W,36,36,0.0
5326.0,N,43,43,0.0
5326.0,E,69,69,0.0
5326.0,S,72,72,0.0
5327.0,W,36,36,0.0
5327.0,N,43,43,0.0
5327.0,E,69,69,0.0
5327.0,S,72,72,0.0
5328.0,W,36,36,0.0
5328.0,N,43,43,0.0
5328.0,E,69,69,0.0
5328.0,S,72,72,0.0
5329.0,W,36,36,0.0
5329.0,N,43,43,0.0
5329.0,E,69,69,0.0
5329.0,S,72,72,0.0
5330.0,W,36,36,0.0
5330.0,N,43,43,0.0
5330.0,E,69,69,0.0
5330.0,S,72,72,0.0
5331.0,W,36,36,0.0
5331.0,N,43,43,0.0
5331.0,E,69,69,0.0
5331.0,S,72,72,0.0
5332.0,W,36,36,0.0
5332.0,N,43,43,0.0
5332.0,E,69,69,0.0
5332.0,S,72,72,0.0
5333.0,W,36,36,0.0
5333.0,N,43,43,0.0
5333.0,E,69,69,0.0
5333.0,S,72,72,0.0
5334.0,W,36,36,0.0
5334.0,N,43,43,0.0
5334.0,E,69,69,0.0
5334.0,S,72,72,0.0
5335.0,W,36,36,0.0
5335.0,N,43,43,0.0
5335.0,E,69,69,0.0
5335.0,S,72,72,0.0
5336.0,W,36,36,0.0
5336.0,N,43,43,0.0
5336.0,E,69,69,0.0
5336.0,S,72,72,0.0
5337.0,W,36,36,0.0
5337.0,N,43,43,0.0
5337.0,E,69,69,0.0
5337.0,S,72,72,0.0
5338.0,W,36,36,0.0
5338.0,N,43,43,0.0
5338.0,E,69,69,0.0
5338.0,S,72,72,0.0
5339.0,W,34,36,0.09
5339.0,N,43,43,0.0
5339.0,E,69,69,0.0
5339.0,S,72,72,0.0
5340.0,W,34,36,0.06
5340.0,N,43,43,0.0
5340.0,E,69,69,0.0
5340.0,S,72,72,0.0
5341.0,W,33,36,0.04
5341.0,N,43,43,0.0
5341.0,E,69,69,0.0
5341.0,S,72,72,0.0
5342.0,W,34,36,0.03
5342.0,N,43,43,0.0
5342.0,E,69,70,1.06
5342.0,S,72,72,0.0
5343.0,W,33,36,0.04
5343.0,N,43,43,0.0
5343.0,E,69,70,1.02
5343.0,S,72,72,0.0
5344.0,W,35,36,0.02
5344.0,N,43,43,0.0
5344.0,E,69,70,1.03
5344.0,S,72,72,0.0
5345.0,W,36,36,0.01
5345.0,N,43,43,0.0
5345.0,E,69,70,0.83
5345.0,S,72,72,0.0
5346.0,W,36,36,0.0
5346.0,N,43,43,0.0
5346.0,E,69,70,0.59
5346.0,S,72,72,0.0
5347.0,W,36,36,0.0
5347.0,N,43,43,0.0
5347.0,E,69,70,0.27
5347.0,S,72,72,0.0
5348.0,W,34,36,0.08
5348.0,N,43,43,0.0
5348.0,E,69,70,0.07
5348.0,S,72,72,0.0
5349.0,W,33,36,0.13
5349.0,N,43,43,0.0
5349.0,E,69,70,0.05
5349.0,S,72,72,0.0
5350.0,W,33,36,0.12
5350.0,N,43,43,0.0
5350.0,E,70,70,0.0
5350.0,S,72,72,0.0
5351.0,W,33,36,0.09
5351.0,N,43,43,0.0
5351.0,E,70,70,0.0
5351.0,S,72,72,0.0
5352.0,W,35,36,0.04
5352.0,N,43,43,0.0
5352.0,E,70,70,0.0
5352.0,S,72,72,0.0
5353.0,W,36,36,0.02
5353.0,N,43,43,0.0
5353.0,E,70,70,0.0
5353.0,S,72,72,0.0
5354.0,W,36,36,0.02
5354.0,N,43,43,0.0
5354.0,E,70,70,0.0
5354.0,S,72,73,0.12
5355.0,W,36,36,0.01
5355.0,N,43,43,0.0
5355.0,E,70,70,0.0
5355.0,S,72,73,0.23
5356.0,W,35,35,0.0
5356.0,N,43,43,0.0
5356.0,E,70,70,0.0
5356.0,S,72,73,0.32
5357.0,W,33,35,0.44
5357.0,N,43,43,0.0
5357.0,E,70,70,0.0
5357.0,S,72,73,0.42
5358.0,W,29,35,1.35
5358.0,N,43,43,0.0
5358.0,E,70,70,0.0
5358.0,S,72,73,0.52
5359.0,W,24,35,2.12
5359.0,N,43,43,0.0
5359.0,E,70,70,0.0
5359.0,S,72,73,0.6
5360.0,W,20,33,2.31
5360.0,N,43,43,0.0
5360.0,E,70,70,0.0
5360.0,S,72,73,0.72
5361.0,W,16,33,3.39
5361.0,N,43,43,0.0
5361.0,E,70,70,0.0
5361.0,S,72,73,0.62
5362.0,W,14,32,3.11
5362.0,N,43,43,0.0
5362.0,E,70,70,0.0
5362.0,S,72,73,0.44
5363.0,W,14,32,3.64
5363.0,N,43,43,0.0
5363.0,E,70,70,0.0
5363.0,S,72,73,0.22
5364.0,W,15,31,3.19
5364.0,N,43,43,0.0
5364.0,E,70,70,0.0
5364.0,S,72,73,0.05
5365.0,W,15,31,3.61
5365.0,N,43,43,0.0
5365.0,E,70,70,0.0
5365.0,S,73,73,0.0
5366.0,W,16,29,3.78
5366.0,N,43,43,0.0
5366.0,E,70,70,0.0
5366.0,S,73,73,0.0
5367.0,W,17,29,4.55
5367.0,N,43,43,0.0
5367.0,E,70,70,0.0
5367.0,S,73,73,0.0
5368.0,W,19,29,4.39
5368.0,N,43,43,0.0
5368.0,E,70,70,0.0
5368.0,S,73,73,0.0
5369.0,W,19,29,5.74
5369.0,N,43,43,0.0
5369.0,E,70,70,0.0
5369.0,S,73,73,0.0
5370.0,W,19,28,5.55
5370.0,N,43,43,0.0
5370.0,E,70,70,0.0
5370.0,S,73,73,0.0
5371.0,W,20,28,5.09
5371.0,N,43,43,0.0
5371.0,E,70,70,0.0
5371.0,S,73,73,0.0
5372.0,W,22,29,3.64
5372.0,N,43,43,0.0
5372.0,E,70,70,0.0
5372.0,S,73,73,0.0
5373.0,W,23,29,1.72
5373.0,N,43,43,0.0
5373.0,E,70,70,0.0
5373.0,S,73,73,0.0
5374.0,W,24,29,1.11
5374.0,N,43,43,0.0
5374.0,E,70,70,0.0
5374.0,S,73,73,0.0
5375.0,W,26,30,1.53
5375.0,N,43,43,0.0
5375.0,E,69,70,0.05
5375.0,S,73,73,0.0
5376.0,W,26,30,1.63
5376.0,N,43,43,0.0
5376.0,E,68,70,0.05
5376.0,S,73,73,0.0
5377.0,W,26,30,2.08
5377.0,N,43,43,0.0
5377.0,E,68,70,0.04
5377.0,S,73,73,0.0
5378.0,W,26,30,2.29
5378.0,N,43,43,0.0
5378.0,E,68,70,0.04
5378.0,S,73,73,0.0
5379.0,W,26,30,1.81
5379.0,N,43,43,0.0
5379.0,E,68,70,0.04
5379.0,S,73,73,0.0
5380.0,W,23,30,1.41
5380.0,N,43,43,0.0
5380.0,E,68,70,0.05
5380.0,S,73,73,0.0
5381.0,W,22,30,0.89
5381.0,N,42,43,0.06
5381.0,E,68,70,0.05
5381.0,S,73,73,0.0
5382.0,W,26,30,0.4
5382.0,N,40,42,0.08
5382.0,E,68,70,0.05
5382.0,S,73,73,0.0
5383.0,W,26,31,2.31
5383.0,N,39,42,0.22
5383.0,E,66,70,0.05
5383.0,S,73,73,0.0
5384.0,W,27,31,1.58
5384.0,N,37,42,0.3
5384.0,E,67,70,0.05
5384.0,S,73,73,0.0
5385.0,W,27,31,1.54
5385.0,N,36,42,0.34
5385.0,E,67,70,0.05
5385.0,S,73,73,0.0
5386.0,W,27,31,0.94
5386.0,N,35,42,0.36
5386.0,E,67,70,0.04
5386.0,S,73,73,0.0
5387.0,W,27,31,0.4
5387.0,N,34,42,0.31
5387.0,E,67,70,0.05
5387.0,S,73,73,0.0
5388.0,W,29,31,0.1
5388.0,N,34,42,0.39
5388.0,E,67,70,0.05
5388.0,S,73,73,0.0
5389.0,W,29,32,0.1
5389.0,N,34,42,0.35
5389.0,E,67,70,0.04
5389.0,S,73,73,0.0
5390.0,W,31,32,0.07
5390.0,N,33,42,0.37
5390.0,E,67,70,0.04
5390.0,S,73,73,0.0
5391.0,W,30,32,0.09
5391.0,N,32,42,0.4
5391.0,E,68,70,0.03
5391.0,S,73,73,0.0
5392.0,W,31,32,0.07
5392.0,N,33,42,0.4
5392.0,E,68,70,0.07
5392.0,S,73,73,0.0
5393.0,W,30,32,0.06
5393.0,N,32,42,0.45
5393.0,E,66,69,0.07
5393.0,S,73,73,0.0
5394.0,W,29,32,0.07
5394.0,N,33,43,0.42
5394.0,E,67,69,0.06
5394.0,S,73,73,0.0
5395.0,W,29,32,0.06
5395.0,N,35,43,0.3
5395.0,E,66,69,0.06
5395.0,S,73,73,0.0
5396.0,W,29,32,0.06
5396.0,N,35,43,0.26
5396.0,E,66,69,0.05
5396.0,S,73,73,0.0
5397.0,W,30,32,0.06
5397.0,N,36,43,0.24
5397.0,E,66,69,0.06
5397.0,S,73,73,0.0
5398.0,W,30,32,0.04
5398.0,N,37,43,0.17
5398.0,E,65,69,0.05
5398.0,S,73,73,0.0
5399.0,W,31,32,0.03
5399.0,N,38,43,0.16
5399.0,E,65,69,0.06
5399.0,S,73,73,0.0
5400.0,W,31,32,0.02
5400.0,N,40,43,0.07
5400.0,E,65,69,0.05
5400.0,S,73,73,0.0
5401.0,W,32,32,0.01
5401.0,N,40,43,0.07
5401.0,E,65,69,1.27
5401.0,S,73,73,0.0
5402.0,W,32,32,0.01
5402.0,N,39,43,0.09
5402.0,E,63,69,1.43
5402.0,S,72,73,0.02
5403.0,W,30,32,0.33
5403.0,N,39,42,0.07
5403.0,E,62,69,1.26
5403.0,S,71,73,0.03
5404.0,W,29,32,0.79
5404.0,N,38,42,0.17
5404.0,E,60,69,0.97
5404.0,S,71,73,0.03
5405.0,W,28,33,1.47
5405.0,N,38,42,0.44
5405.0,E,59,69,0.54
5405.0,S,71,73,0.03
5406.0,W,28,34,0.91
5406.0,N,38,41,0.39
5406.0,E,60,69,0.35
5406.0,S,70,73,0.03
5407.0,W,27,35,1.33
5407.0,N,38,41,0.86
5407.0,E,61,69,0.27
5407.0,S,70,73,0.03
5408.0,W,30,35,1.43
5408.0,N,37,41,1.28
5408.0,E,59,69,0.32
5408.0,S,69,73,0.03
5409.0,W,30,35,1.01
5409.0,N,36,40,1.24
5409.0,E,62,69,0.23
5409.0,S,69,73,0.03
5410.0,W,31,36,1.26
5410.0,N,35,40,1.58
5410.0,E,60,69,0.14
5410.0,S,71,73,0.03
5411.0,W,31,36,1.09
5411.0,N,34,40,1.85
5411.0,E,63,69,0.07
5411.0,S,70,73,0.03
5412.0,W,31,36,0.65
5412.0,N,33,39,1.86
5412.0,E,65,69,0.05
5412.0,S,70,73,0.03
5413.0,W,31,37,0.95
5413.0,N,32,39,2.31
5413.0,E,64,69,0.05
5413.0,S,69,73,0.03
5414.0,W,31,37,0.53
5414.0,N,32,38,2.39
5414.0,E,68,69,0.02
5414.0,S,71,73,0.03
5415.0,W,31,37,0.18
5415.0,N,32,38,2.52
5415.0,E,68,69,0.02
5415.0,S,71,73,0.03
5416.0,W,33,37,0.17
5416.0,N,32,39,3.34
5416.0,E,68,69,0.02
5416.0,S,71,73,0.03
5417.0,W,34,37,0.09
5417.0,N,32,39,2.9
5417.0,E,67,69,0.02
5417.0,S,70,73,0.03
5418.0,W,35,37,0.18
5418.0,N,32,39,2.53
5418.0,E,67,69,0.22
5418.0,S,71,73,0.02
5419.0,W,36,37,0.04
5419.0,N,32,40,2.45
5419.0,E,65,69,0.18
5419.0,S,70,72,0.03
5420.0,W,36,37,0.01
5420.0,N,33,40,1.97
5420.0,E,63,69,0.15
5420.0,S,68,72,0.2
5421.0,W,37,37,0.0
5421.0,N,34,40,1.88
5421.0,E,66,69,0.11
5421.0,S,65,71,0.37
5422.0,W,37,37,0.0
5422.0,N,35,41,1.97
5422.0,E,69,69,0.02
5422.0,S,64,71,0.54
5423.0,W,37,37,0.0
5423.0,N,35,41,1.52
5423.0,E,69,69,0.01
5423.0,S,62,71,0.66
5424.0,W,37,37,0.0
5424.0,N,36,41,1.12
5424.0,E,69,69,0.01
5424.0,S,60,71,0.49
5425.0,W,36,37,0.01
5425.0,N,36,41,0.93
5425.0,E,69,69,0.0
