time,dir,queue,vehicles,mean_speed
16036.0,S,94,104,0.16
16037.0,W,33,37,0.68
16037.0,N,36,41,0.28
16037.0,E,78,81,0.03
16037.0,S,95,104,0.11
16038.0,W,34,37,0.46
16038.0,N,36,41,0.25
16038.0,E,78,81,0.02
16038.0,S,97,104,0.07
16039.0,W,36,38,0.28
16039.0,N,37,41,0.26
16039.0,E,80,81,0.02
16039.0,S,98,104,0.04
16040.0,W,36,38,0.14
16040.0,N,38,41,0.13
16040.0,E,79,81,0.02
16040.0,S,99,104,0.03
16041.0,W,35,38,0.15
16041.0,N,38,41,0.08
16041.0,E,81,81,0.01
16041.0,S,101,104,0.03
16042.0,W,36,38,0.04
16042.0,N,39,41,0.05
16042.0,E,80,81,0.01
16042.0,S,102,104,0.02
16043.0,W,38,38,0.01
16043.0,N,40,41,0.03
16043.0,E,81,81,0.0
16043.0,S,102,104,0.02
16044.0,W,38,38,0.0
16044.0,N,41,41,0.01
16044.0,E,81,81,0.0
16044.0,S,101,104,0.02
16045.0,W,38,38,0.0
16045.0,N,41,41,0.01
16045.0,E,81,81,0.0
16045.0,S,101,104,0.02
16046.0,W,38,38,0.0
16046.0,N,41,41,0.0
16046.0,E,81,81,0.0
16046.0,S,102,104,0.01
16047.0,W,38,38,0.0
16047.0,N,41,41,0.0
16047.0,E,81,81,0.0
16047.0,S,103,104,0.01
16048.0,W,38,38,0.0
16048.0,N,41,41,0.0
16048.0,E,81,81,0.0
16048.0,S,103,104,0.01
16049.0,W,38,38,0.0
16049.0,N,41,41,0.0
16049.0,E,81,81,0.0
16049.0,S,104,104,0.0
16050.0,W,38,38,0.0
16050.0,N,41,41,0.0
16050.0,E,81,81,0.0
16050.0,S,103,104,0.07
16051.0,W,38,38,0.0
16051.0,N,41,41,0.0
16051.0,E,81,81,0.0
16051.0,S,101,104,0.23
16052.0,W,38,38,0.0
16052.0,N,41,41,0.0
16052.0,E,81,81,0.0
16052.0,S,99,104,0.26
16053.0,W,38,38,0.0
16053.0,N,41,41,0.0
16053.0,E,81,81,0.0
16053.0,S,98,104,0.24
16054.0,W,38,38,0.0
16054.0,N,41,42,0.14
16054.0,E,81,81,0.0
16054.0,S,97,104,0.15
16055.0,W,38,38,0.0
16055.0,N,41,42,0.09
16055.0,E,81,81,0.0
16055.0,S,98,104,0.24
16056.0,W,38,38,0.0
16056.0,N,41,42,0.05
16056.0,E,80,81,0.04
16056.0,S,97,104,0.14
16057.0,W,38,38,0.0
16057.0,N,42,42,0.01
16057.0,E,80,81,0.03
16057.0,S,100,104,0.06
16058.0,W,38,38,0.0
16058.0,N,42,42,0.0
16058.0,E,79,81,0.04
16058.0,S,101,104,0.03
16059.0,W,38,38,0.0
16059.0,N,42,42,0.0
16059.0,E,78,81,0.03
16059.0,S,101,104,0.02
16060.0,W,38,38,0.0
16060.0,N,42,42,0.0
16060.0,E,78,81,0.03
16060.0,S,103,104,0.01
16061.0,W,38,38,0.0
16061.0,N,42,42,0.0
16061.0,E,79,81,0.04
16061.0,S,102,104,0.01
16062.0,W,38,38,0.0
16062.0,N,42,42,0.0
16062.0,E,78,81,0.03
16062.0,S,102,104,0.01
16063.0,W,38,38,0.0
16063.0,N,41,41,0.0
16063.0,E,77,81,0.04
16063.0,S,103,104,0.02
16064.0,W,38,38,0.0
16064.0,N,40,41,0.12
16064.0,E,78,81,0.03
16064.0,S,103,105,0.11
16065.0,W,38,38,0.0
16065.0,N,39,41,0.42
16065.0,E,78,81,0.03
16065.0,S,102,105,0.08
16066.0,W,38,38,0.0
16066.0,N,38,41,0.51
16066.0,E,78,81,0.03
16066.0,S,99,105,0.18
16067.0,W,38,38,0.0
16067.0,N,37,41,0.51
16067.0,E,76,80,0.03
16067.0,S,98,105,0.3
16068.0,W,37,38,0.12
16068.0,N,36,40,0.45
16068.0,E,76,80,0.1
16068.0,S,95,105,0.38
16069.0,W,36,38,0.34
16069.0,N,35,40,0.61
16069.0,E,74,80,0.23
16069.0,S,95,105,0.19
16070.0,W,35,37,0.34
16070.0,N,35,40,0.97
16070.0,E,73,81,0.72
16070.0,S,96,105,0.14
16071.0,W,34,37,0.71
16071.0,N,34,40,0.97
16071.0,E,72,81,0.68
16071.0,S,96,105,0.12
16072.0,W,33,37,1.23
16072.0,N,33,40,1.04
16072.0,E,72,82,0.95
16072.0,S,97,105,0.13
16073.0,W,32,36,1.24
16073.0,N,32,40,0.97
16073.0,E,72,82,0.61
16073.0,S,97,105,0.12
16074.0,W,31,36,1.45
16074.0,N,33,40,0.86
16074.0,E,72,82,0.34
16074.0,S,98,105,0.09
16075.0,W,30,36,1.4
16075.0,N,33,40,0.94
16075.0,E,72,82,0.33
16075.0,S,99,105,0.09
16076.0,W,29,36,1.46
16076.0,N,34,40,0.81
16076.0,E,71,82,0.26
16076.0,S,100,105,0.08
16077.0,W,29,36,1.46
16077.0,N,35,40,0.69
16077.0,E,70,83,0.37
16077.0,S,100,105,0.08
16078.0,W,30,37,1.35
16078.0,N,35,40,0.55
16078.0,E,73,83,0.41
16078.0,S,98,105,0.23
16079.0,W,30,37,1.28
16079.0,N,34,40,0.77
16079.0,E,73,83,0.27
16079.0,S,98,105,0.17
16080.0,W,31,37,1.09
16080.0,N,35,40,0.52
16080.0,E,71,83,0.26
16080.0,S,99,105,0.09
16081.0,W,32,37,0.65
16081.0,N,35,40,0.31
16081.0,E,74,83,0.24
16081.0,S,99,105,0.07
16082.0,W,32,37,0.73
16082.0,N,36,40,0.32
16082.0,E,72,83,0.24
16082.0,S,99,105,0.07
16083.0,W,32,38,0.91
16083.0,N,37,40,0.23
16083.0,E,72,83,0.25
16083.0,S,100,105,0.08
16084.0,W,30,36,0.58
16084.0,N,37,42,0.9
16084.0,E,73,83,0.22
16084.0,S,100,105,0.07
16085.0,W,29,36,1.0
16085.0,N,38,42,0.49
16085.0,E,73,83,0.2
16085.0,S,100,105,0.06
16086.0,W,27,36,1.52
16086.0,N,40,42,0.08
16086.0,E,74,83,0.24
16086.0,S,99,105,0.06
16087.0,W,25,36,1.64
16087.0,N,40,42,0.15
16087.0,E,74,84,0.39
16087.0,S,97,105,0.21
16088.0,W,22,35,2.02
16088.0,N,40,42,0.16
16088.0,E,74,84,0.25
16088.0,S,94,105,0.28
16089.0,W,22,35,1.89
16089.0,N,41,42,0.08
16089.0,E,76,84,0.21
16089.0,S,92,105,0.3
16090.0,W,22,35,1.7
16090.0,N,41,42,0.08
16090.0,E,75,84,0.21
16090.0,S,91,105,0.3
16091.0,W,21,35,1.99
16091.0,N,42,42,0.0
16091.0,E,76,84,0.18
16091.0,S,92,105,0.24
16092.0,W,21,35,1.9
16092.0,N,42,42,0.0
16092.0,E,76,84,0.21
16092.0,S,93,105,0.19
16093.0,W,21,35,1.75
16093.0,N,42,42,0.0
16093.0,E,77,85,0.35
16093.0,S,93,105,0.14
16094.0,W,23,35,1.43
16094.0,N,40,42,0.05
16094.0,E,78,85,0.27
16094.0,S,96,105,0.1
16095.0,W,25,36,1.12
16095.0,N,41,42,0.02
16095.0,E,79,85,0.11
16095.0,S,97,105,0.09
16096.0,W,24,36,1.26
16096.0,N,42,42,0.0
16096.0,E,80,85,0.13
16096.0,S,100,105,0.05
16097.0,W,24,37,1.04
16097.0,N,42,42,0.0
16097.0,E,81,85,0.1
16097.0,S,102,105,0.03
16098.0,W,25,37,0.5
16098.0,N,42,42,0.0
16098.0,E,81,85,0.07
16098.0,S,102,106,0.04
16099.0,W,28,37,0.45
16099.0,N,42,42,0.0
16099.0,E,82,85,0.04
16099.0,S,104,106,0.03
16100.0,W,29,37,0.35
16100.0,N,42,42,0.0
16100.0,E,83,85,0.04
16100.0,S,104,106,0.02
16101.0,W,31,37,0.16
16101.0,N,42,42,0.0
16101.0,E,83,85,0.02
16101.0,S,104,106,0.01
16102.0,W,34,37,0.08
16102.0,N,41,42,0.07
16102.0,E,84,85,0.01
16102.0,S,105,106,0.01
16103.0,W,34,37,0.1
16103.0,N,41,42,0.01
16103.0,E,85,85,0.01
16103.0,S,105,106,0.01
16104.0,W,33,37,0.21
16104.0,N,42,42,0.0
16104.0,E,84,85,0.07
16104.0,S,106,106,0.0
16105.0,W,31,37,0.46
16105.0,N,42,42,0.0
16105.0,E,83,85,0.06
16105.0,S,106,106,0.0
16106.0,W,30,37,0.64
16106.0,N,42,42,0.0
16106.0,E,83,85,0.06
16106.0,S,106,106,0.0
16107.0,W,31,37,0.58
16107.0,N,42,42,0.0
16107.0,E,82,85,0.05
16107.0,S,106,106,0.0
16108.0,W,31,37,0.51
16108.0,N,42,42,0.0
16108.0,E,82,85,0.07
16108.0,S,106,106,0.0
16109.0,W,30,37,0.56
16109.0,N,42,42,0.0
16109.0,E,81,85,0.06
16109.0,S,106,106,0.0
16110.0,W,31,37,0.5
16110.0,N,42,42,0.0
16110.0,E,81,85,0.07
16110.0,S,106,106,0.0
16111.0,W,30,36,0.58
16111.0,N,42,42,0.0
16111.0,E,79,83,0.07
16111.0,S,106,106,0.0
16112.0,W,32,36,0.4
16112.0,N,41,42,0.07
16112.0,E,76,83,0.21
16112.0,S,106,106,0.0
16113.0,W,33,37,0.55
16113.0,N,40,41,0.06
16113.0,E,75,83,0.42
16113.0,S,106,106,0.0
16114.0,W,30,37,0.65
16114.0,N,39,41,0.26
16114.0,E,74,83,0.43
16114.0,S,106,106,0.0
16115.0,W,31,37,0.48
16115.0,N,38,41,0.53
16115.0,E,70,83,0.46
16115.0,S,106,106,0.0
16116.0,W,30,37,0.36
16116.0,N,37,41,0.49
16116.0,E,70,83,0.44
16116.0,S,106,106,0.0
16117.0,W,31,37,0.23
16117.0,N,36,41,0.55
16117.0,E,68,83,0.47
16117.0,S,106,106,0.0
16118.0,W,32,37,0.19
16118.0,N,36,41,0.59
16118.0,E,68,83,0.44
16118.0,S,106,106,0.0
16119.0,W,32,37,0.23
16119.0,N,35,41,0.57
16119.0,E,68,83,0.44
16119.0,S,106,106,0.0
16120.0,W,30,37,0.22
16120.0,N,36,41,0.45
16120.0,E,67,83,0.49
16120.0,S,106,106,0.0
16121.0,W,32,37,0.15
16121.0,N,35,41,0.59
16121.0,E,67,83,0.42
16121.0,S,106,107,0.05
16122.0,W,33,37,0.13
16122.0,N,34,41,0.75
16122.0,E,67,83,0.44
16122.0,S,106,107,0.03
16123.0,W,35,37,0.09
16123.0,N,34,40,0.67
16123.0,E,66,83,0.4
16123.0,S,106,107,0.01
16124.0,W,35,37,0.06
16124.0,N,33,40,0.85
16124.0,E,66,83,0.46
16124.0,S,106,107,0.01
16125.0,W,36,37,0.02
16125.0,N,33,41,1.3
16125.0,E,65,83,0.42
16125.0,S,107,107,0.0
16126.0,W,37,37,0.01
16126.0,N,32,41,1.25
16126.0,E,65,83,0.44
16126.0,S,107,107,0.0
16127.0,W,37,37,0.01
16127.0,N,32,41,1.09
16127.0,E,63,83,0.45
16127.0,S,107,107,0.0
16128.0,W,37,37,0.0
16128.0,N,33,41,0.66
16128.0,E,63,83,0.45
16128.0,S,107,107,0.0
16129.0,W,37,37,0.0
16129.0,N,34,42,0.97
16129.0,E,63,83,0.45
16129.0,S,107,107,0.0
16130.0,W,37,37,0.0
16130.0,N,34,42,0.61
16130.0,E,65,83,0.46
16130.0,S,107,107,0.0
16131.0,W,37,37,0.0
16131.0,N,35,42,0.53
16131.0,E,65,84,0.48
16131.0,S,107,107,0.0
16132.0,W,37,37,0.0
16132.0,N,35,42,0.52
16132.0,E,66,84,0.45
16132.0,S,107,107,0.0
16133.0,W,37,37,0.0
16133.0,N,36,43,0.92
16133.0,E,66,85,0.62
16133.0,S,107,107,0.0
16134.0,W,37,37,0.0
16134.0,N,37,43,0.58
16134.0,E,68,85,0.48
16134.0,S,107,107,0.0
16135.0,W,37,37,0.0
16135.0,N,38,43,0.47
16135.0,E,70,85,0.37
16135.0,S,107,107,0.0
16136.0,W,37,37,0.0
16136.0,N,38,43,0.34
16136.0,E,70,85,0.32
16136.0,S,107,107,0.0
16137.0,W,37,37,0.0
16137.0,N,39,43,0.22
16137.0,E,72,85,0.31
16137.0,S,107,107,0.0
16138.0,W,37,37,0.0
16138.0,N,40,43,0.18
16138.0,E,74,85,0.27
16138.0,S,107,107,0.0
16139.0,W,37,37,0.0
16139.0,N,40,43,0.13
16139.0,E,75,85,0.18
16139.0,S,107,107,0.0
16140.0,W,37,37,0.0
16140.0,N,42,43,0.06
16140.0,E,76,85,0.15
16140.0,S,107,107,0.0
16141.0,W,37,37,0.0
16141.0,N,42,43,0.04
16141.0,E,78,85,0.12
16141.0,S,107,107,0.0
16142.0,W,37,37,0.0
16142.0,N,43,43,0.01
16142.0,E,79,85,0.08
16142.0,S,107,107,0.0
16143.0,W,37,37,0.0
16143.0,N,43,43,0.0
16143.0,E,80,85,0.07
16143.0,S,107,107,0.0
16144.0,W,37,37,0.0
16144.0,N,43,43,0.0
16144.0,E,81,85,0.03
16144.0,S,107,107,0.0
16145.0,W,37,37,0.0
16145.0,N,43,43,0.0
16145.0,E,84,85,0.02
16145.0,S,107,107,0.0
16146.0,W,37,37,0.0
16146.0,N,43,43,0.0
16146.0,E,85,85,0.01
16146.0,S,107,107,0.0
16147.0,W,37,37,0.0
16147.0,N,43,43,0.0
16147.0,E,85,85,0.0
16147.0,S,107,107,0.0
16148.0,W,37,37,0.0
16148.0,N,43,43,0.0
16148.0,E,85,85,0.0
16148.0,S,107,107,0.0
16149.0,W,37,37,0.0
16149.0,N,43,43,0.0
16149.0,E,85,85,0.0
16149.0,S,107,107,0.0
16150.0,W,37,37,0.0
16150.0,N,43,43,0.0
16150.0,E,85,85,0.0
16150.0,S,107,107,0.0
16151.0,W,37,37,0.0
16151.0,N,43,43,0.0
16151.0,E,85,85,0.0
16151.0,S,107,107,0.0
16152.0,W,37,37,0.0
16152.0,N,43,43,0.0
16152.0,E,85,85,0.0
16152.0,S,107,107,0.0
16153.0,W,37,37,0.0
16153.0,N,43,43,0.0
16153.0,E,85,85,0.0
16153.0,S,107,107,0.0
16154.0,W,37,37,0.0
16154.0,N,43,43,0.0
16154.0,E,85,85,0.0
16154.0,S,107,107,0.0
16155.0,W,37,37,0.0
16155.0,N,43,43,0.0
16155.0,E,85,85,0.0
16155.0,S,107,107,0.0
16156.0,W,37,37,0.0
16156.0,N,43,43,0.0
16156.0,E,85,85,0.0
16156.0,S,107,107,0.0
16157.0,W,37,37,0.0
16157.0,N,43,43,0.0
16157.0,E,85,85,0.0
16157.0,S,107,107,0.0
16158.0,W,37,37,0.0
16158.0,N,43,43,0.0
16158.0,E,85,85,0.0
16158.0,S,107,107,0.0
16159.0,W,37,37,0.0
16159.0,N,43,43,0.0
16159.0,E,85,85,0.0
16159.0,S,107,107,0.0
16160.0,W,37,37,0.0
16160.0,N,43,43,0.0
16160.0,E,85,85,0.0
16160.0,S,107,107,0.0
16161.0,W,37,37,0.0
16161.0,N,43,43,0.0
16161.0,E,85,85,0.0
16161.0,S,107,107,0.0
16162.0,W,37,37,0.0
16162.0,N,43,43,0.0
16162.0,E,85,85,0.0
16162.0,S,107,107,0.0
16163.0,W,37,37,0.0
16163.0,N,43,43,0.0
16163.0,E,85,85,0.0
16163.0,S,107,107,0.0
16164.0,W,37,37,0.0
16164.0,N,43,43,0.0
16164.0,E,85,85,0.0
16164.0,S,107,107,0.0
16165.0,W,37,37,0.0
16165.0,N,43,43,0.0
16165.0,E,85,85,0.0
16165.0,S,107,107,0.0
16166.0,W,37,37,0.0
16166.0,N,43,43,0.0
16166.0,E,85,85,0.0
16166.0,S,107,107,0.0
16167.0,W,37,37,0.0
16167.0,N,43,43,0.0
16167.0,E,85,85,0.0
16167.0,S,107,107,0.0
16168.0,W,37,37,0.0
16168.0,N,43,43,0.0
16168.0,E,85,85,0.0
16168.0,S,107,107,0.0
16169.0,W,37,37,0.0
16169.0,N,43,43,0.0
16169.0,E,85,85,0.0
16169.0,S,107,107,0.0
16170.0,W,37,37,0.0
16170.0,N,43,43,0.0
16170.0,E,85,85,0.0
16170.0,S,107,107,0.0
16171.0,W,37,37,0.0
16171.0,N,43,43,0.0
16171.0,E,85,85,0.0
16171.0,S,107,107,0.0
16172.0,W,37,37,0.0
16172.0,N,43,43,0.0
16172.0,E,85,85,0.0
16172.0,S,107,107,0.0
16173.0,W,37,37,0.0
16173.0,N,43,43,0.0
16173.0,E,85,85,0.0
16173.0,S,107,107,0.0
16174.0,W,37,37,0.0
16174.0,N,43,43,0.0
16174.0,E,85,85,0.0
16174.0,S,107,107,0.0
16175.0,W,37,37,0.0
16175.0,N,43,43,0.0
16175.0,E,85,85,0.0
16175.0,S,107,107,0.0
16176.0,W,37,37,0.0
16176.0,N,43,43,0.0
16176.0,E,85,85,0.0
16176.0,S,107,107,0.0
16177.0,W,37,37,0.0
16177.0,N,43,43,0.0
16177.0,E,85,85,0.0
16177.0,S,107,107,0.0
16178.0,W,37,38,0.16
16178.0,N,43,43,0.0
16178.0,E,85,85,0.0
16178.0,S,107,107,0.0
16179.0,W,37,38,0.14
16179.0,N,43,43,0.0
16179.0,E,85,85,0.0
16179.0,S,107,107,0.0
16180.0,W,37,38,0.01
16180.0,N,43,43,0.0
16180.0,E,85,85,0.0
16180.0,S,107,107,0.0
16181.0,W,38,38,0.01
16181.0,N,43,43,0.0
16181.0,E,85,85,0.0
16181.0,S,107,107,0.0
16182.0,W,38,38,0.0
16182.0,N,43,43,0.0
16182.0,E,85,85,0.0
16182.0,S,107,107,0.0
16183.0,W,38,38,0.0
16183.0,N,43,43,0.0
16183.0,E,85,85,0.0
16183.0,S,107,107,0.0
16184.0,W,38,38,0.0
16184.0,N,43,43,0.0
16184.0,E,85,85,0.0
16184.0,S,107,107,0.0
16185.0,W,38,38,0.0
16185.0,N,43,43,0.0
16185.0,E,85,85,0.0
16185.0,S,107,107,0.0
16186.0,W,38,38,0.0
16186.0,N,43,43,0.0
16186.0,E,85,85,0.0
16186.0,S,107,107,0.0
16187.0,W,38,38,0.0
16187.0,N,43,43,0.0
16187.0,E,85,85,0.0
16187.0,S,107,107,0.0
16188.0,W,38,38,0.0
16188.0,N,43,43,0.0
16188.0,E,85,85,0.0
16188.0,S,107,107,0.0
16189.0,W,38,38,0.0
16189.0,N,43,43,0.0
16189.0,E,85,85,0.0
16189.0,S,107,107,0.0
16190.0,W,38,38,0.0
16190.0,N,43,43,0.0
16190.0,E,85,85,0.0
16190.0,S,107,107,0.0
16191.0,W,38,38,0.0
16191.0,N,43,43,0.0
16191.0,E,85,85,0.0
16191.0,S,107,107,0.0
16192.0,W,38,38,0.0
16192.0,N,43,43,0.0
16192.0,E,85,85,0.0
16192.0,S,107,107,0.0
16193.0,W,38,38,0.0
16193.0,N,43,43,0.0
16193.0,E,85,85,0.0
16193.0,S,107,107,0.0
16194.0,W,38,38,0.0
16194.0,N,43,43,0.0
16194.0,E,85,85,0.0
16194.0,S,107,107,0.0
16195.0,W,38,38,0.0
16195.0,N,43,43,0.0
16195.0,E,85,85,0.0
16195.0,S,107,107,0.0
16196.0,W,38,38,0.0
16196.0,N,43,43,0.0
16196.0,E,85,85,0.0
16196.0,S,106,106,0.0
16197.0,W,38,38,0.0
16197.0,N,43,43,0.0
16197.0,E,85,85,0.0
16197.0,S,105,106,0.08
16198.0,W,38,38,0.0
16198.0,N,43,43,0.0
16198.0,E,85,85,0.0
16198.0,S,104,106,0.22
16199.0,W,38,38,0.0
16199.0,N,43,43,0.0
16199.0,E,85,85,0.0
16199.0,S,103,106,0.4
16200.0,W,38,38,0.0
16200.0,N,43,43,0.0
16200.0,E,85,85,0.0
16200.0,S,102,106,0.55
16201.0,W,38,38,0.0
16201.0,N,43,43,0.0
16201.0,E,85,85,0.0
16201.0,S,101,106,0.57
16202.0,W,38,38,0.0
16202.0,N,43,43,0.0
16202.0,E,85,85,0.0
16202.0,S,100,106,0.53
16203.0,W,38,38,0.0
16203.0,N,43,43,0.0
16203.0,E,85,85,0.0
16203.0,S,100,106,0.52
16204.0,W,38,38,0.0
16204.0,N,43,43,0.0
16204.0,E,85,85,0.0
16204.0,S,100,106,0.48
16205.0,W,38,38,0.0
16205.0,N,43,43,0.0
16205.0,E,85,85,0.0
16205.0,S,100,106,0.51
16206.0,W,38,38,0.0
16206.0,N,43,43,0.0
16206.0,E,85,85,0.0
16206.0,S,99,106,0.53
16207.0,W,38,38,0.0
16207.0,N,43,43,0.0
16207.0,E,85,85,0.0
16207.0,S,99,106,0.57
16208.0,W,38,38,0.0
16208.0,N,43,43,0.0
16208.0,E,85,85,0.0
16208.0,S,99,106,0.56
16209.0,W,38,38,0.0
16209.0,N,43,43,0.0
16209.0,E,85,85,0.0
16209.0,S,100,106,0.56
16210.0,W,38,38,0.0
16210.0,N,43,43,0.0
16210.0,E,85,85,0.0
16210.0,S,98,106,0.53
16211.0,W,38,38,0.0
16211.0,N,43,43,0.0
16211.0,E,85,85,0.0
16211.0,S,98,106,0.51
16212.0,W,38,38,0.0
16212.0,N,43,43,0.0
16212.0,E,85,85,0.0
16212.0,S,99,106,0.54
16213.0,W,38,38,0.0
16213.0,N,43,43,0.0
16213.0,E,85,85,0.0
16213.0,S,98,106,0.56
16214.0,W,38,38,0.0
16214.0,N,43,43,0.0
16214.0,E,85,85,0.0
16214.0,S,97,106,0.6
16215.0,W,38,38,0.0
16215.0,N,43,43,0.0
16215.0,E,85,85,0.0
16215.0,S,96,105,0.59
16216.0,W,38,38,0.0
16216.0,N,43,43,0.0
16216.0,E,85,85,0.0
16216.0,S,95,105,0.62
16217.0,W,38,38,0.0
16217.0,N,43,43,0.0
16217.0,E,85,85,0.0
16217.0,S,94,105,0.64
16218.0,W,38,38,0.0
16218.0,N,43,43,0.0
16218.0,E,85,85,0.0
16218.0,S,91,105,0.75
16219.0,W,38,38,0.0
16219.0,N,43,43,0.0
16219.0,E,85,85,0.0
16219.0,S,91,105,0.65
16220.0,W,38,38,0.0
16220.0,N,43,43,0.0
16220.0,E,85,85,0.0
16220.0,S,92,105,0.67
16221.0,W,38,38,0.0
16221.0,N,43,43,0.0
16221.0,E,84,84,0.0
16221.0,S,87,105,0.7
16222.0,W,38,38,0.0
16222.0,N,43,43,0.0
16222.0,E,83,84,0.07
16222.0,S,88,105,0.67
16223.0,W,38,38,0.0
16223.0,N,43,43,0.0
16223.0,E,82,84,0.21
16223.0,S,89,105,0.67
16224.0,W,38,38,0.0
16224.0,N,43,43,0.0
16224.0,E,80,84,0.33
16224.0,S,88,105,0.63
16225.0,W,38,38,0.0
16225.0,N,43,43,0.0
16225.0,E,79,84,0.31
16225.0,S,88,105,0.66
16226.0,W,38,38,0.0
16226.0,N,43,43,0.0
16226.0,E,79,84,0.29
16226.0,S,88,105,0.69
16227.0,W,38,38,0.0
16227.0,N,43,43,0.0
16227.0,E,77,84,0.27
16227.0,S,92,105,0.57
16228.0,W,38,38,0.0
16228.0,N,43,43,0.0
16228.0,E,75,84,0.43
16228.0,S,92,106,0.6
16229.0,W,38,38,0.0
16229.0,N,43,43,0.0
16229.0,E,73,84,0.45
16229.0,S,92,106,0.49
16230.0,W,38,38,0.0
16230.0,N,43,43,0.0
16230.0,E,73,84,0.34
16230.0,S,93,106,0.34
16231.0,W,38,38,0.0
16231.0,N,43,43,0.0
16231.0,E,76,84,0.3
16231.0,S,93,106,0.29
16232.0,W,38,38,0.0
16232.0,N,43,43,0.0
16232.0,E,76,84,0.18
16232.0,S,92,106,0.28
16233.0,W,38,38,0.0
16233.0,N,43,43,0.0
16233.0,E,78,84,0.16
16233.0,S,94,106,0.19
16234.0,W,38,38,0.0
16234.0,N,43,43,0.0
16234.0,E,81,84,0.11
16234.0,S,93,106,0.21
16235.0,W,38,38,0.0
16235.0,N,43,43,0.0
16235.0,E,82,84,0.07
16235.0,S,93,106,0.18
16236.0,W,38,38,0.0
16236.0,N,43,43,0.0
16236.0,E,83,84,0.03
16236.0,S,95,106,0.18
16237.0,W,38,38,0.0
16237.0,N,43,43,0.0
16237.0,E,82,84,0.12
16237.0,S,96,106,0.17
16238.0,W,38,38,0.0
16238.0,N,43,43,0.0
16238.0,E,81,84,0.14
16238.0,S,95,106,0.14
16239.0,W,38,38,0.0
16239.0,N,43,43,0.0
16239.0,E,80,84,0.13
16239.0,S,96,106,0.14
16240.0,W,38,38,0.0
16240.0,N,43,43,0.0
16240.0,E,79,84,0.13
16240.0,S,95,106,0.14
16241.0,W,38,38,0.0
16241.0,N,43,43,0.0
16241.0,E,79,84,0.13
16241.0,S,97,106,0.14
16242.0,W,38,38,0.0
16242.0,N,43,43,0.0
16242.0,E,80,84,0.08
16242.0,S,97,106,0.13
16243.0,W,38,38,0.0
16243.0,N,43,43,0.0
16243.0,E,81,84,0.05
16243.0,S,97,106,0.14
16244.0,W,38,38,0.0
16244.0,N,43,43,0.0
16244.0,E,83,84,0.02
16244.0,S,97,106,0.13
16245.0,W,38,38,0.0
16245.0,N,43,43,0.0
16245.0,E,84,84,0.01
16245.0,S,96,106,0.12
16246.0,W,38,38,0.0
16246.0,N,43,43,0.0
16246.0,E,84,84,0.0
16246.0,S,97,106,0.13
16247.0,W,38,38,0.0
16247.0,N,43,43,0.0
16247.0,E,84,84,0.0
16247.0,S,97,106,0.1
16248.0,W,38,38,0.0
16248.0,N,43,43,0.0
16248.0,E,84,84,0.0
16248.0,S,99,106,0.11
16249.0,W,38,38,0.0
16249.0,N,43,43,0.0
16249.0,E,84,84,0.0
16249.0,S,98,106,0.08
16250.0,W,38,38,0.0
16250.0,N,43,43,0.0
16250.0,E,84,84,0.0
16250.0,S,99,106,0.07
16251.0,W,38,38,0.0
16251.0,N,43,43,0.0
16251.0,E,84,84,0.0
16251.0,S,99,106,0.06
16252.0,W,38,38,0.0
16252.0,N,43,43,0.0
16252.0,E,84,84,0.0
16252.0,S,101,106,0.05
16253.0,W,38,38,0.0
16253.0,N,43,43,0.0
16253.0,E,83,84,0.1
16253.0,S,101,106,0.04
16254.0,W,38,38,0.0
16254.0,N,43,43,0.0
16254.0,E,81,84,0.35
16254.0,S,102,106,0.03
16255.0,W,38,38,0.0
16255.0,N,43,43,0.0
16255.0,E,79,84,0.44
16255.0,S,103,106,0.02
16256.0,W,38,38,0.0
16256.0,N,43,43,0.0
16256.0,E,77,84,0.45
16256.0,S,105,106,0.02
16257.0,W,38,38,0.0
16257.0,N,43,43,0.0
16257.0,E,76,84,0.51
16257.0,S,105,106,0.01
16258.0,W,38,38,0.0
16258.0,N,43,43,0.0
16258.0,E,76,84,0.43
16258.0,S,105,106,0.01
16259.0,W,38,38,0.0
16259.0,N,43,43,0.0
16259.0,E,77,84,0.41
16259.0,S,106,106,0.0
16260.0,W,38,38,0.0
16260.0,N,43,43,0.0
16260.0,E,77,84,0.19
16260.0,S,106,106,0.0
16261.0,W,38,38,0.0
16261.0,N,43,43,0.0
16261.0,E,79,84,0.15
16261.0,S,105,106,0.01
16262.0,W,38,38,0.0
16262.0,N,43,43,0.0
16262.0,E,81,84,0.09
16262.0,S,105,106,0.01
16263.0,W,38,38,0.0
16263.0,N,43,43,0.0
16263.0,E,81,84,0.06
16263.0,S,105,106,0.01
16264.0,W,38,38,0.0
16264.0,N,43,43,0.0
16264.0,E,82,84,0.02
16264.0,S,106,106,0.0
16265.0,W,38,38,0.0
16265.0,N,43,43,0.0
16265.0,E,84,84,0.01
16265.0,S,106,106,0.0
16266.0,W,38,38,0.0
16266.0,N,43,43,0.0
16266.0,E,84,84,0.01
16266.0,S,106,106,0.0
16267.0,W,38,38,0.0
16267.0,N,43,43,0.0
16267.0,E,84,84,0.01
16267.0,S,106,106,0.0
16268.0,W,38,38,0.0
16268.0,N,43,43,0.0
16268.0,E,84,84,0.01
16268.0,S,106,106,0.0
16269.0,W,38,38,0.0
16269.0,N,43,43,0.0
16269.0,E,84,84,0.0
