time,dir,queue,vehicles,mean_speed,lane_count,lane_configs,bus_count,bus_routes
847.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
848.0,W,4,5,31.25,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
848.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
848.0,E,5,7,37.44,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),3,bus_night_r5.33:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
848.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
849.0,W,4,5,31.89,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
849.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
849.0,E,5,7,37.36,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),3,bus_night_r5.33:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
849.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
850.0,W,4,5,32.74,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
850.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
850.0,E,6,7,37.51,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),3,bus_night_r5.33:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
850.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
851.0,W,2,3,35.67,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
851.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
851.0,E,4,7,37.48,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),3,bus_night_r5.33:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
851.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
852.0,W,0,3,38.35,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
852.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
852.0,E,2,7,37.31,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),3,bus_night_r5.33:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
852.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
853.0,W,0,3,39.14,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
853.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
853.0,E,1,7,37.13,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),3,bus_night_r5.33:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
853.0,S,0,1,54.36,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
854.0,W,0,2,38.63,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
854.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
854.0,E,0,7,30.85,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),2,bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
854.0,S,0,1,55.81,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
855.0,W,0,2,46.78,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
855.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
855.0,E,0,7,32.56,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),2,bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
855.0,S,0,1,57.13,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
856.0,W,0,2,46.56,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
856.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
856.0,E,0,6,35.99,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),1,bus_night_r5.35:[25 edges]
856.0,S,0,1,58.57,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
857.0,W,0,2,45.24,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
857.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
857.0,E,0,7,36.44,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),1,bus_night_r5.35:[25 edges]
857.0,S,0,1,59.39,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
858.0,W,0,3,37.22,4,L0(s)|L1(lst) / L0(s)|L1(s),1,bus_night_r5.36:[25 edges]
858.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
858.0,E,0,6,39.85,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),1,bus_night_r5.35:[25 edges]
858.0,S,0,1,60.27,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
859.0,W,0,2,51.89,4,L0(s)|L1(lst) / L0(s)|L1(s),1,bus_night_r5.36:[25 edges]
859.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
859.0,E,0,7,39.91,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),1,bus_night_r5.35:[25 edges]
859.0,S,0,1,60.4,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
860.0,W,0,2,44.74,4,L0(s)|L1(lst) / L0(s)|L1(s),2,bus_night_r5.33:[25 edges]; bus_night_r5.36:[25 edges]
860.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
860.0,E,0,6,44.95,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
860.0,S,0,1,60.76,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
861.0,W,0,3,45.64,4,L0(s)|L1(lst) / L0(s)|L1(s),3,bus_night_r5.33:[25 edges]; bus_night_r5.34:[25 edges]; bus_night_r5.36:[25 edges]
861.0,N,0,1,86.28,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
861.0,E,0,5,47.13,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
861.0,S,0,1,60.45,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
862.0,W,0,3,46.82,4,L0(s)|L1(lst) / L0(s)|L1(s),3,bus_night_r5.33:[25 edges]; bus_night_r5.36:[25 edges]; bus_night_r5.34:[25 edges]
862.0,N,0,1,87.15,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
862.0,E,0,5,47.55,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
862.0,S,0,1,60.79,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
863.0,W,0,3,47.73,4,L0(s)|L1(lst) / L0(s)|L1(s),3,bus_night_r5.33:[25 edges]; bus_night_r5.36:[25 edges]; bus_night_r5.34:[25 edges]
863.0,N,0,1,88.14,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
863.0,E,0,6,46.71,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
863.0,S,0,1,60.57,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
864.0,W,0,4,48.38,4,L0(s)|L1(lst) / L0(s)|L1(s),4,bus_night_r5.33:[25 edges]; bus_night_r5.36:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
864.0,N,0,1,89.69,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
864.0,E,0,6,49.02,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
864.0,S,0,1,60.41,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
865.0,W,0,4,49.7,4,L0(s)|L1(lst) / L0(s)|L1(s),3,bus_night_r5.33:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
865.0,N,0,1,91.04,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
865.0,E,0,5,49.77,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
865.0,S,0,1,58.51,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
866.0,W,0,4,51.51,4,L0(s)|L1(lst) / L0(s)|L1(s),3,bus_night_r5.33:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
866.0,N,0,2,83.53,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
866.0,E,0,4,58.48,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
866.0,S,0,1,55.81,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
867.0,W,0,4,52.13,4,L0(s)|L1(lst) / L0(s)|L1(s),3,bus_night_r5.33:[25 edges]; bus_night_r5.35:[25 edges]; bus_night_r5.34:[25 edges]
867.0,N,0,2,84.99,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
867.0,E,0,3,58.4,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
867.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
868.0,W,0,2,53.19,4,L0(s)|L1(lst) / L0(s)|L1(s),1,bus_night_r5.35:[25 edges]
868.0,N,0,2,76.59,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
868.0,E,0,3,59.2,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
868.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
869.0,W,0,2,53.68,4,L0(s)|L1(lst) / L0(s)|L1(s),1,bus_night_r5.35:[25 edges]
869.0,N,0,3,74.55,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
869.0,E,0,3,59.3,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
869.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
870.0,W,0,1,57.1,4,L0(s)|L1(lst) / L0(s)|L1(s),1,bus_night_r5.35:[25 edges]
870.0,N,0,3,77.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
870.0,E,0,2,60.57,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
870.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
871.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
871.0,N,0,4,78.03,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
871.0,E,0,2,61.01,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
871.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
872.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
872.0,N,0,5,74.05,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
872.0,E,0,2,60.55,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
872.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
873.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
873.0,N,0,5,74.68,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
873.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
873.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
874.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
874.0,N,0,4,75.19,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
874.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
874.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
875.0,W,0,1,62.03,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
875.0,N,0,4,74.1,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
875.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
875.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
876.0,W,0,1,61.62,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
876.0,N,0,3,76.66,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
876.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
876.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
877.0,W,0,1,61.29,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
877.0,N,0,2,81.49,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
877.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
877.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
878.0,W,0,1,62.37,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
878.0,N,0,1,86.09,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
878.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
878.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
879.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
879.0,N,0,1,84.2,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
879.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
879.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
880.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
880.0,N,0,1,84.12,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
880.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
880.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
881.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
881.0,N,1,1,83.38,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
881.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
881.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
882.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
882.0,N,1,2,78.29,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
882.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
882.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
883.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
883.0,N,1,2,79.37,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
883.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
883.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
884.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
884.0,N,1,2,79.08,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
884.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
884.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
885.0,W,0,1,59.2,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
885.0,N,1,2,76.39,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
885.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
885.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
886.0,W,0,1,59.62,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
886.0,N,1,2,73.94,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
886.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
886.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
887.0,W,0,1,59.03,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
887.0,N,1,2,71.45,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
887.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
887.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
888.0,W,0,1,59.47,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
888.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
888.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
888.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
889.0,W,0,1,57.14,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
889.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
889.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
889.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
890.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
890.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
890.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
890.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
891.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
891.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
891.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
891.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
892.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
892.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
892.0,E,0,1,57.45,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
892.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
893.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
893.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
893.0,E,0,1,58.93,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
893.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
894.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
894.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
894.0,E,0,1,58.59,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
894.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
895.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
895.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
895.0,E,0,1,58.58,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
895.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
896.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
896.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
896.0,E,0,1,58.65,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
896.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
897.0,W,0,1,60.63,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
897.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
897.0,E,0,1,58.34,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
897.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
898.0,W,0,1,61.16,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
898.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
898.0,E,0,1,58.38,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
898.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
899.0,W,0,1,60.46,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
899.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
899.0,E,0,1,58.53,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
899.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
900.0,W,0,1,57.75,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
900.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
900.0,E,0,1,58.85,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
900.0,S,0,1,54.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
901.0,W,0,1,55.24,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
901.0,N,1,1,83.34,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
901.0,E,0,1,58.74,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
901.0,S,0,1,55.03,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
902.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
902.0,N,0,2,69.87,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
902.0,E,0,1,57.38,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
902.0,S,0,1,56.49,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
903.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
903.0,N,0,1,86.48,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
903.0,E,0,1,55.1,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
903.0,S,0,1,57.66,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
904.0,W,0,1,51.66,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
904.0,N,1,2,70.66,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
904.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
904.0,S,0,1,58.93,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
905.0,W,0,1,53.25,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
905.0,N,0,2,72.66,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
905.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
905.0,S,0,2,55.75,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
906.0,W,0,1,54.8,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
906.0,N,0,2,74.99,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
906.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
906.0,S,0,2,57.17,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
907.0,W,0,1,56.05,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
907.0,N,0,2,77.54,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
907.0,E,0,1,52.77,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
907.0,S,0,2,58.59,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
908.0,W,0,1,57.85,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
908.0,N,0,2,79.36,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
908.0,E,0,1,54.38,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
908.0,S,0,2,59.14,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
909.0,W,0,1,57.99,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
909.0,N,0,2,82.13,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
909.0,E,0,1,55.6,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
909.0,S,0,2,58.9,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
910.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
910.0,N,0,1,91.11,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
910.0,E,0,2,52.86,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),1,bus_night_r5.38:[25 edges]
910.0,S,0,2,59.02,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
911.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
911.0,N,0,1,92.31,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
911.0,E,0,4,47.94,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),2,bus_night_r5.37:[25 edges]; bus_night_r5.38:[25 edges]
911.0,S,0,2,59.29,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
912.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
912.0,N,0,1,93.32,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
912.0,E,0,4,48.48,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),2,bus_night_r5.37:[25 edges]; bus_night_r5.38:[25 edges]
